battery initialized!
60994,5.03
122006,5.05
184952,5.02
246072,5.05
307041,5.05
368050,5.03
430034,5.02
491058,5.03
551946,5.02
612296,5.04
674178,5.02
735043,5.03
795467,5.01
856266,5.03
916307,5.03
978178,5.02
1039226,5.00
1100259,5.01
1162126,5.00
1223060,5.02
1284124,5.00
1346107,5.01
1407011,5.01
1467089,5.01
1527917,5.01
1588005,5.01
1649054,5.00
1709898,5.00
1770933,4.99
1831871,5.01
1893863,4.98
1955780,5.01
2016720,5.00
2076756,5.00
2137769,5.00
2199662,5.00
2260659,4.98
2322448,5.00
2383458,4.97
2444389,4.98
2505502,4.98
2567453,5.00
2628444,4.98
2690477,4.99
2751553,4.99
2812506,5.00
2873608,4.98
2933677,4.99
2993774,4.97
3055681,4.98
3115778,4.95
3177800,4.98
3238865,4.97
3300919,4.97
3362034,4.96
3423128,4.98
3484182,4.96
3545325,4.97
3606252,4.94
3667459,4.97
3728515,4.98
3790466,4.97
3850661,4.96
3912621,4.94
3972730,4.96
4032791,4.98
4093897,4.94
4154962,4.96
4214963,4.95
4276106,4.94
4337190,4.96
4397218,4.95
4457374,4.95
4518336,4.94
4580408,4.94
4640577,4.96
4702621,4.94
4762671,4.96
4822728,4.96
4882871,4.94
4942912,4.94
5004030,4.94
5065076,4.96
5125095,4.93
5186167,4.93
5248251,4.94
5309367,4.96
5369505,4.94
5430572,4.94
5492602,4.94
5552701,4.94
5613689,4.93
5673753,4.93
5734935,4.93
5795033,4.93
5857000,4.94
5917076,4.91
5977151,4.90
6038269,4.94
6099429,4.91
6160378,4.92
6220471,4.90
6281549,4.90
6341658,4.90
6402699,4.92
6463723,4.92
6523850,4.91
6585945,4.90
6646000,4.93
6706095,4.92
6767105,4.92
6827303,4.92
6888334,4.92
6948459,4.90
7009479,4.91
7070494,4.91
7131627,4.91
7191700,4.90
7252874,4.91
7314879,4.89
7376884,4.90
7438010,4.89
7500017,4.89
7560124,4.92
7622255,4.90
7682321,4.90
7743414,4.90
