61981,5.01
122023,5.05
183143,5.04
244204,5.03
305154,5.01
367198,5.03
427243,5.01
488284,5.03
548417,5.03
609382,5.01
669416,5.03
729562,5.03
791508,5.03
852561,5.00
912612,5.02
972742,5.00
1034722,5.00
1094763,5.02
1155817,5.02
1215954,5.03
1276933,5.01
1337049,5.02
1398037,5.00
1459166,5.00
1519226,5.01
1580184,5.01
1640229,5.01
1700686,5.00
1760732,4.98
1821792,5.00
1882770,5.00
1942908,4.98
2003959,5.00
2065044,4.98
2126998,5.00
2187124,5.00
2248189,4.99
2308241,5.00
2370207,4.99
2430383,4.99
2492322,4.99
2553463,5.00
2613529,5.00
2674604,4.99
2736634,4.98
2796699,4.99
2858752,4.98
2919827,4.99
2981863,4.99
3041919,4.96
3101977,4.96
3162038,4.95
3223008,4.99
3283142,4.98
3343199,4.96
3404246,4.96
3466216,4.96
3527266,4.97
3589321,4.97
3649454,4.97
3711432,4.96
3771473,4.96
3832523,4.94
3892656,4.94
3954709,4.96
4014763,4.94
4076753,4.94
4136782,4.96
4196837,4.94
4256971,4.97
4317025,4.95
4378996,4.96
4439051,4.92
4500188,4.95
4561160,4.94
4621316,4.94
4682352,4.96
4744326,4.93
4804385,4.95
4864431,4.94
4925485,4.95
4985618,4.96
5045669,4.96
5106642,4.96
5166800,4.95
5227833,4.93
5287882,4.94
5349861,4.93
5410905,4.93
5472059,4.91
5534092,4.94
5596068,4.93
5656142,4.92
5716172,4.91
5776245,4.91
5836360,4.93
5897431,4.91
5958463,4.90
6019519,4.92
6080572,4.92
6142535,4.92
6202587,4.90
6262640,4.92
6323777,4.90
6385749,4.90
6445889,4.91
6506862,4.91
6567001,4.92
6627059,4.91
6688033,4.91
6748100,4.90
6808252,4.89
6868313,4.91
6928380,4.89
6988419,4.90
7050449,4.91
7111501,4.89
7172486,4.90
7232595,4.90
7293560,4.88
7353709,4.91
7414732,4.89
7475777,4.89
7536744,4.89
7596873,4.89
7656915,4.87
7717875,4.89
7777997,4.89
7838957,4.90
7900098,4.88
7962043,4.89
8022193,4.89
8082222,4.89
8142267,4.89
8203323,4.89
8264279,4.88
8324330,4.89
8384378,4.87
8445509,4.88
8507474,4.86
8568524,4.86
8629574,4.89
8689619,4.87
8749768,4.89
8811796,4.88
8872759,4.87
8933802,4.88
8993846,4.88
9054891,4.87
9115934,4.89
9177060,4.88
9238103,4.85
9299147,4.87
9360111,4.88
9420156,4.88
9481283,4.87
9543251,4.87
9603384,4.87
9663435,4.86
9724402,4.86
9784533,4.87
9845502,4.87
9905650,4.85
9965695,4.86
10026636,4.87
10086766,4.86
10146815,4.87
10208784,4.83
10270850,4.85
10330893,4.83
10392025,4.85
10453071,4.86
10515039,4.85
10576195,4.83
10636252,4.83
10696316,4.86
10757260,4.85
10819334,4.85
10880449,4.85
10940502,4.85
11001471,4.85
11063525,4.84
11124587,4.83
11184738,4.83
11246710,4.85
11306772,4.85
11367836,4.85
11428896,4.83
11489038,4.83
11550026,4.83
11611080,4.84
11672249,4.84
11732315,4.83
11793359,4.82
11854338,4.84
11914401,4.83
11974548,4.81
12035527,4.83
12095586,4.81
12155643,4.83
12215701,4.83
12275757,4.83
12335813,4.82
12395863,4.82
12455918,4.82
12517055,4.80
12579033,4.84
12640156,4.78
12700206,4.82
12762195,4.83
12822229,4.83
12883385,4.80
12945414,4.82
13007466,4.83
13068433,4.82
13129480,4.80
13191531,4.80
13252584,4.81
13313639,4.81
13374779,4.80
13435756,4.81
13496916,4.81
13556954,4.81
13617005,4.80
13678973,4.81
13739021,4.79
13800067,4.80
13861139,4.80
13922175,4.81
13982223,4.80
14042354,4.81
14104325,4.81
14164478,4.80
14224528,4.81
14284581,4.81
14346526,4.78
14406574,4.81
14467621,4.80
14527750,4.80
14588712,4.79
14649872,4.79
14710897,4.80
14771933,4.80
14832894,4.81
14892939,4.81
14952981,4.81
15013024,4.80
15073072,4.78
15133125,4.80
15194248,4.80
15255212,4.80
15315361,4.78
15376386,4.80
15436430,4.80
15497391,4.80
15558436,4.78
15618560,4.78
15678602,4.80
15739659,4.80
15800717,4.80
15862662,4.80
15923709,4.78
15983754,4.80
16044796,4.78
16104916,4.78
16165980,4.76
16226020,4.78
16287040,4.80
16349009,4.80
16410065,4.78
16471089,4.79
16531152,4.80
16591281,4.77
16652307,4.77
16714277,4.79
16774336,4.79
16834375,4.76
16894422,4.79
16955549,4.79
17017511,4.76
17079559,4.79
17139687,4.76
17200732,4.79
17261706,4.77
17323743,4.79
17383870,4.77
17445920,4.78
17505967,4.76
17566013,4.78
17626975,4.78
17687036,4.77
17747163,4.78
17808189,4.78
17869154,4.77
17930197,4.78
17990246,4.75
18051377,4.78
18112350,4.78
18173466,4.76
18234603,4.76
18294660,4.77
18355645,4.78
18416793,4.77
18477748,4.77
18537815,4.79
18597985,4.75
18658939,4.78
18719986,4.78
18781041,4.77
18842204,4.78
18904254,4.77
18966244,4.78
19027313,4.78
19088391,4.76
19148537,4.78
19209556,4.78
19270653,4.76
19331644,4.78
19392699,4.78
19453768,4.78
19513930,4.77
19574898,4.78
19635972,4.78
19697039,4.79
19758188,4.77
19819157,4.77
19879219,4.74
19940271,4.76
20000402,4.77
20060461,4.78
20121523,4.77
20182501,4.77
20242617,4.77
20303629,4.78
20363688,4.77
20424748,4.76
20484910,4.75
20546879,4.76
20608019,4.77
20669990,4.78
20731121,4.77
20793095,4.77
20853144,4.76
20914285,4.77
20975253,4.77
21036301,4.74
21097433,4.74
21158488,4.75
21220550,4.76
21282497,4.74
21343550,4.76
21404684,4.75
21465662,4.76
21526701,4.76
21588755,4.77
21649822,4.75
21709869,4.76
21770007,4.74
21830980,4.76
21891023,4.74
21951238,4.74
22012223,4.76
22073203,4.74
22133260,4.75
22194314,4.72
22256369,4.75
22316525,4.74
22377555,4.76
22439527,4.73
22499673,4.76
22561683,4.74
22623687,4.76
22684626,4.72
22745821,4.75
22805863,4.74
22866025,4.75
22927966,4.75
22989018,4.73
23051069,4.73
23113121,4.75
23174181,4.74
23234314,4.75
23296281,4.75
23356446,4.74
23418401,4.74
23479453,4.74
23539506,4.74
23600637,4.74
23662614,4.73
23723752,4.76
23784799,4.74
23845843,4.74
23906816,4.74
23967949,4.74
24029002,4.72
24089976,4.73
24151037,4.73
24212181,4.72
24273264,4.74
24336238,4.74
24397285,4.73
24458275,4.74
24520307,4.73
24581369,4.73
24642411,4.71
24702555,4.73
24762607,4.73
24822715,4.72
24885622,4.73
24945656,4.72
25005695,4.73
25065749,4.72
25126880,4.72
25186925,4.71
25246935,4.71
25308928,4.72
25369060,4.72
25430025,4.72
25490065,4.73
25550189,4.71
25611148,4.71
25672198,4.71
25733344,4.69
25795402,4.72
25856401,4.71
25917361,4.72
25978505,4.70
26038554,4.71
26099593,4.72
26160635,4.71
26220689,4.71
26281742,4.69
26341789,4.71
26403749,4.71
26463793,4.69
26523838,4.71
26583889,4.69
26644015,4.71
26704961,4.69
26765004,4.70
26825143,4.70
26886175,4.71
26946231,4.69
27007414,4.70
27068235,4.71
27129365,4.70
27190379,4.72
27251378,4.67
27311480,4.67
27371522,4.67
27432622,4.67
27494613,4.66
27556572,4.67
27618590,4.65
27679766,4.64
27740756,4.62
27800799,4.61
27861756,4.63
27921800,4.57
27982852,4.60
28042879,4.62
28102969,4.63
28164066,4.61
28226019,4.60
28286134,4.61
28348166,4.60
28408204,4.62
28469313,4.63
28532251,4.61
28593250,4.61
